"","Mon_Risk_50_500_R","Mon_Ambig_50_800_R","Mon_Risk_50_1200_R","Mon_Risk_25_2500_R","Mon_Ambig_50_2500_R","Mon_Ambig_74_500_B","Mon_Risk_25_800_B","Mon_Risk_75_800_B","Mon_Ambig_50_800_B","Mon_Risk_50_1200_B","Mon_Ambig_24_1200_B","Mon_Risk_25_2500_B","Mon_Ambig_100_2500_G","Mon_Risk_25_500_R","Mon_Risk_25_800_R","Mon_Risk_75_800_R","Mon_Ambig_100_800_G","Mon_Risk_75_1200_R","Mon_Ambig_24_1200_R","Mon_Ambig_100_2500_G.1","Mon_Ambig_100_500_G","Mon_Ambig_100_800_G.1","Mon_Ambig_74_1200_B","Mon_Risk_50_2500_B","Mon_Risk_75_2500_B","Mon_Risk_75_500_R","Mon_Ambig_24_800_R","Mon_Ambig_74_1200_R","Mon_Ambig_100_1200_G","Mon_Risk_75_2500_R","Mon_Ambig_50_500_B","Mon_Ambig_74_800_B","Mon_Ambig_100_1200_G.1","Mon_Ambig_24_2500_B","Mon_Ambig_50_2500_B","Mon_Ambig_74_2500_B","Mon_Ambig_24_500_R","Mon_Risk_50_800_R","Mon_Ambig_74_800_R","Mon_Risk_25_1200_R","Mon_Ambig_50_1200_R","Mon_Risk_50_2500_R","Mon_Ambig_24_2500_R","Mon_Ambig_74_2500_R","Mon_Risk_50_800_B","Mon_Ambig_24_800_B","Mon_Risk_25_1200_B","Mon_Risk_75_1200_B","Mon_Ambig_50_1200_B"
"395","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"405","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"406","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","1","1","1","1","1","0","0","0","1","1"
"400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"428","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"397","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","0"
"414","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"401","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"409","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"431","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0"
"418","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"408","0","0","1","0","1","0","0","1","0","1","1","1","0","0","0","1","0","1","1","0","0","0","0","1","1","0","0","1","0","1","0","0","0","1","1","1","0","1","0","0","1","1","1","1","0","0","1","1","0"
"410","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"423","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0"
"403","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","1","0"
"412","0","0","1","1","1","0","1","1","0","1","0","1","0","0","1","1","0","1","1","0","0","0","0","1","1","0","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","1","0","1","1"
"417","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"407","0","0","0","0","1","0","0","1","0","1","1","0","0","0","0","1","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0"
"416","0","0","1","0","1","0","0","1","0","1","1","0","1","0","0","0","0","1","1","1","0","0","1","1","1","0","0","1","1","1","0","0","0","1","1","1","0","0","0","0","1","1","1","1","0","0","0","1","1"
"413","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","1","1","0","0","0","1","0"
"411","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"415","0","0","1","0","1","0","0","1","0","1","1","1","1","0","0","1","0","1","1","1","0","0","0","1","1","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","1","1","1","1","0","0","0","1","1"
"422","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1","1","1","0","0","0","1","1"
"434","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"420","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","1","1","0","0","0","0","1","1","1","0","0","1","0","1","0"
"424","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0"
"421","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"427","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"429","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","1"
"435","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"437","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"438","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"439","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"440","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","1","1","0","0","0","0","1","0","1","0","0","0","0","1","0"
"441","0","0","1","0","0","1","0","0","1","1","1","0","1","0","0","0","1","1","0","0","1","0","1","1","0","1","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","1","0"
"442","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","1","1","0","0","0","1","0"
"443","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
