"","Med_Risk_25_SI_R","Med_Risk_50_ModI_R","Med_Ambig_24_ModI_R","Med_Ambig_74_ModI_R","Med_Risk_75_MajI_R","Med_Ambig_50_MajI_R","Med_Ambig_100_MajI_G","Med_Risk_75_R_R","Med_Ambig_50_SI_B","Med_Risk_50_ModI_B","Med_Ambig_50_MajI_B","Med_Ambig_100_MajI_G.1","Med_Risk_25_R_B","Med_Ambig_100_SI_G","Med_Risk_25_MajI_R","Med_Ambig_24_MajI_R","Med_Risk_25_R_R","Med_Risk_50_SI_B","Med_Risk_75_ModI_B","Med_Ambig_24_ModI_B","Med_Risk_50_MajI_B","Med_Risk_75_R_B","Med_Ambig_50_R_B","Med_Ambig_76_R_B","Med_Ambig_76_SI_R","Med_Risk_25_ModI_R","Med_Ambig_50_ModI_R","Med_Ambig_100_ModI_G","Med_Risk_50_MajI_R","Med_Risk_50_R_R","Med_Ambig_50_R_R","Med_Ambig_76_R_R","Med_Ambig_50_ModI_B","Med_Risk_25_MajI_B","Med_Risk_75_MajI_B","Med_Ambig_24_MI_B","Med_Ambig_74_MajI_B","Med_Ambig_100_R_G","Med_Risk_75_SI_R","Med_Risk_75_ModI_R","Med_Ambig_74_MajI_R","Med_Ambig_24_R_R","Med_Ambig_100_R_G.1","Med_Ambig_24_SI_B","Med_Risk_25_ModI_B","Med_Ambig_74_ModI_B","Med_Ambig_100_ModI_G.1","Med_Risk_50_R_B","Med_Ambig_24_R_R.1"
"363","0","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"353","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","0","0","1","0","1","0","1","1","1","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1"
"356","0","1","1","0","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1"
"359","0","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1"
"354","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1"
"357","0","0","1","0","1","1","1","1","0","1","1","1","0","0","0","1","0","0","1","1","1","1","1","0","0","0","0","0","1","1","1","0","1","0","1","1","0","1","0","1","0","1","1","0","0","0","0","1","1"
"358","0","1","1","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","1","1","0","0","0","1","0","1","1","0","0","1","1","1","1"
"351","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1"
"350","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","1"
"348","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","0","0","1","1","1"
"349","1","1","1","0","1","1","0","1","0","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","1","0","0","1","0","0","1","1"
"373","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"352","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","1"
"365","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1"
"376","0","1","1","1","1","1","0","1","0","1","1","0","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","0","1","1","1","0","0","1","1","0","1","1"
"366","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1","1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1"
"367","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0"
"361","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0"
"362","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","1","0","0","0","0","1","1","1"
"382","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1"
"372","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","1","1","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","1","1"
"360","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","1","1","0","1","0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","1","1","1","0","0","1","1","1","1","0","0","0","0","1","1"
"370","0","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1"
"378","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","1"
"369","0","1","1","1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","1","0","1","1","1","1","0","0","1","1","1","1"
"368","0","1","0","1","1","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"380","0","1","0","0","1","1","0","1","0","1","1","0","0","0","0","1","1","0","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1","0","1","1","0","1","0","1","0","1","0","0","0","0","0","1","1"
"377","1","0","0","0","1","1","0","1","0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","1","0","1","0","1","1","0","0","0","0","0","1"
"374","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","1"
"375","0","1","0","0","1","1","0","1","0","1","1","0","0","0","0","1","0","0","1","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","1","1","0","1","0","1","0","1","1","0","0","0","0","1","1"
